ra,dec,m,sp_cl,hd_id,bayer_name,proper_name
5.69881998,0.40053367,5.29,K0,207089,12 Peg,
5.71658598,0.30168986,5.29,F2,207652,13 Peg,
5.77652350,1.10164698,5.29,M5,209772,18 Cep,
5.86698246,-1.26109735,5.29,A3,211998,nu Ind,
6.22216423,-0.32599357,5.29,F2,223024,i2 Aqr,
0.60772365,0.82693700,5.3,A1,14212,62 And,
0.68522354,0.59801768,5.3,M4,16210,,
0.70112058,0.47230064,5.3,A3,16628,33 Ari,
1.25665888,0.99060040,5.3,A3,30121,4 Cam,
1.34305995,0.35636714,5.3,A5,32977,106 Tau,
1.39619795,-0.21494699,5.3,B7,34863,nu Lep,
1.63807150,0.28174947,5.3,B7,43153,f2 Ori,
1.81418249,-0.40040277,5.3,B3,51283,,
1.94154789,0.20367508,5.3,A5,58187,1 CMi,
2.03448668,0.18794287,5.3,A1,62832,11 CMi,
2.12826903,0.37667114,5.3,G1,67228,mu2 Cnc,
2.99580676,-1.06666282,5.3,B3,99556,,
3.06511814,1.16492001,5.3,K3,101673,3 Dra,
3.11850340,-0.44879202,5.3,G4,103462,,
3.90227259,-0.43008791,5.3,K2,131430,12 Lib,
5.23535507,-0.60559047,5.3,A4,189118,the2 Sgr,
5.51073167,-0.67424978,5.3,F3,200163,zet Mic,
5.53513719,-0.36989829,5.3,A0,201184,chi Cap,
5.68217391,0.09913470,5.3,M2,206487,7 Peg,
5.78048685,-0.01582432,5.3,A5,209625,32 Aqr,
6.19215911,0.88089676,5.3,B9,222304,18 And,
6.25097671,0.19106992,5.3,A4,223781,82 Peg,
0.24445518,-0.19664043,5.31,K4,5437,phi3 Cet,
0.46097054,-0.43724861,5.31,F1,10830,eps Scl,
0.58296179,0.89126693,5.31,G8,13530,6 Per,
0.68681615,-0.91704932,5.31,A6,16555,eta Hor,
0.92693709,0.80384532,5.31,F4,21770,36 Per,
1.20963680,0.01742420,5.31,B7,29335,49 Eri,
1.23383143,-0.88106645,5.31,K0-1,30185,lam Pic,
1.32085063,-1.24467186,5.31,G8,33285,bet Men,
1.47368330,-0.50072527,5.31,F4,37495,nu2 Col,
1.51170239,-0.81327495,5.31,K0-1,38871,,
1.60436483,-0.33450690,5.31,M2,42042,19 Lep,
1.88610460,-0.70683895,5.31,A3,55719,70 Pup,
2.02508371,0.45001860,5.31,K4-5,62285,c Gem,
2.11302649,-0.57028633,5.31,M1,66888,,
2.30977600,-0.06009266,5.31,B9,75333,14 Hya,
2.66205617,-0.22368334,5.31,F5,88215,,
3.00663507,0.68655920,5.31,A2,99787,57 UMa,
3.20286825,-0.79803241,5.31,K3,106321,D Cen,
3.32851014,-1.10058039,5.31,B1,110432,,
3.51348596,-1.12548042,5.31,F2,116457,,
3.88038325,-0.24694470,5.31,A1,130559,mu Lib,
4.58322007,-0.01854412,5.31,G9,158614,,
5.24416171,-1.16839612,5.31,K2,188887,mu2 Pav,
5.33712231,0.09325391,5.31,G8,194013,,
5.49025314,0.38965930,5.31,K3.5,199697,33 Vul,
5.61715312,0.64780804,5.31,B3,204403,70 Cyg,
5.61498600,0.85233154,5.31,A6,204411,,
6.19869683,-0.55978042,5.31,K1,222433,mu Scl,
0.79720095,-0.13413340,5.32,K0,18953,rho2 Eri,
1.62687230,1.14700130,5.32,K1.5,41927,36 Cam,
1.77145829,-0.25824086,5.32,A2,49048,,
2.15030382,1.19509966,5.32,G7,67447,55 Cam,
2.41642289,0.75429252,5.32,B8,79158,36 Lyn,
2.53381810,-1.01200493,5.32,A3,84121,,
2.58257824,0.42577792,5.32,A5,85376,22 Leo,
2.94901739,0.23225969,5.32,K3,97907,73 Leo,
3.08886189,0.14391694,5.32,A1,102510,4 Vir,
3.24452345,-0.61806957,5.32,B9,107832,x1 Cen,
3.38572058,-0.99197727,5.32,O9,112244,,
3.40303570,1.16234080,5.32,K2,113092,9 Dra,
3.77344548,-0.43295316,5.32,G8,126218,,
3.90842488,-0.59089576,5.32,A0,131625,,
4.41990816,0.55329846,5.32,F0-2,152598,53 Her,
5.28484970,-0.63008325,5.32,K3,191408,,
5.30922613,0.43059212,5.32,G8,192944,24 Vul,
5.82198205,-0.36781360,5.32,K0,210960,41 Aqr,
5.86840781,-1.00875183,5.32,G3,212330,,
6.11700815,0.55523287,5.32,B6,220222,64 Peg,
6.16741907,0.39267969,5.32,M5,221615,71 Peg,
0.17941985,0.68868268,5.33,G8,3817,32 And,
0.75795286,0.66911560,5.33,F4,17904,20 Per,
1.06353092,0.09486834,5.33,B3,25558,40 Tau,
1.28011174,0.04377383,5.33,M1,31139,5 Ori,
1.28629311,0.13577207,5.33,K1,31296,,
1.63951867,0.21905821,5.33,B9,43247,73 Ori,
1.80242334,1.03757400,5.33,G4,49618,14 Lyn,
1.94023162,-0.28276273,5.33,B2.5,58343,,
1.98594471,0.54037333,5.33,K0,60318,,
2.04652218,-0.43480030,5.33,G0,63660,188 Pup,
2.22127327,-0.83652177,5.33,B2,72108,33 Vel,
2.23711213,0.35676469,5.33,K3,72292,eta Cnc,
2.32933824,-0.82939500,5.33,A9,76360,,
2.43016736,-0.68768397,5.33,K5,80170,,
2.72048107,-0.66339965,5.33,A8,90132,,
3.05890768,0.59693169,5.33,G8,101501,61 UMa,
3.46527124,-0.34785866,5.33,G6,114946,55 Vir,
3.47870300,0.23868347,5.33,K3,115478,,
3.99326970,0.08620957,5.33,K0,135482,3 Ser,
4.10933409,0.22423118,5.33,A0,140160,chi Ser,
4.28681953,-0.86519850,5.33,B6,147152,,
4.32708573,-0.72984336,5.33,B1,148688,,
4.50497114,0.18474795,5.33,M2,155644,37 Oph,
4.78711089,-0.97779162,5.33,B3,167128,,
5.01729073,-1.19423669,5.33,G8,177389,,
5.20039758,-0.69594034,5.33,A0,187474,,
5.81542252,0.60396634,5.33,K2,210889,,
6.05478716,0.80960976,5.33,K5,218452,4 And,
0.28659034,0.37478037,5.34,A1,6456,psi1 Psc A,
0.46246135,-0.10006554,5.34,K4,10824,,
1.13130788,-0.77262332,5.34,K2,27588,,
1.34338720,0.14832390,5.34,A,33054,i Ori,
1.39271457,0.04530584,5.34,F5,34658,21 Ori,
1.45527007,-0.02017795,5.34,B1,36695,,
1.45295751,-1.12098135,5.34,G8,37297,28 Dor,
2.42264790,0.26077643,5.34,K1,79554,pi Cnc,
2.69708638,-0.50600489,5.34,A0,89353,,
2.81990666,-1.12599917,5.34,B6,93540,,
2.83291663,0.18404982,5.34,A2,93702,53 Leo,
3.17756825,-0.84984929,5.34,B9,105416,93 Cen,
3.91774784,-1.33801789,5.34,K4,131109,R Aps,
4.72483172,-0.42380473,5.34,F3,164584,7 Sgr,
4.81224363,-0.64000254,5.34,A,168733,,
4.84800106,-0.57576958,5.34,A3,170479,,
5.02950803,-0.13856945,5.34,B3,179406,20 Aql,
5.62322541,-1.21309594,5.34,M5,203881,,
5.83289763,-0.22394998,5.34,K0,211361,42 Aqr,
6.20279108,-0.31463438,5.34,K5,222547,103 Aqr,
0.52903111,-0.52362786,5.35,G5,12438,pi For,
0.63223825,-1.05264201,5.35,F2,15233,lam Hor,
0.66390870,-0.01806416,5.35,G3,15779,75 Cet,
0.67971848,0.60541108,5.35,M3,16058,15 Tri,
0.98468568,0.10559242,5.35,B3,23466,u Tau,
1.13199874,0.36900139,5.35,B9,27295,53 Tau,
1.22159230,0.93328088,5.35,A8,29316,2 Cam,
1.45162670,-0.02778467,5.35,B1,36591,,
1.53312630,-0.13121482,5.35,B2,39291,55 Ori,
1.63919869,1.04718301,5.35,K3,42633,40 Cam,
1.77510893,0.99779019,5.35,K0,48432,13 Lyn,
1.89513668,0.05430398,5.35,K2,55751,,
1.94050070,-0.55516984,5.35,G8,58535,,
2.07548010,0.34703933,5.35,A0,64648,85 Gem,
2.08115242,-0.75922307,5.35,B2.5,65460,,
2.23225430,0.31580763,5.35,K5,72094,the Cnc,
2.31509199,-1.16575874,5.35,F5,76143,,
2.49722437,-0.70946664,5.35,G8,82694,,
2.54700988,0.24472425,5.35,M2,84194,psi Leo,
2.68885425,0.51156570,5.35,A0,88960,23 LMi,
3.16186029,-1.19256893,5.35,A0,104878,,
3.27229600,1.01937409,5.35,A5,108844,74 UMa,
4.01876605,0.01248395,5.35,K3,136514,6 Ser,
4.31840272,-0.80709842,5.35,B1.5,148379,,
4.43038741,0.32172236,5.35,K4,152879,54 Her,
4.55251682,-0.49118898,5.35,K5,157236,43 Oph,
4.91471627,1.31656973,5.35,A1,175286,50 Dra,
5.12553750,0.74024262,5.35,A2,184875,,
5.18371514,-0.98371120,5.35,A7,186543,nu Tel,
5.47016731,-0.69481558,5.35,K2,198716,,
5.81208458,1.06045236,5.35,K1,210939,,
5.97941802,-1.39843052,5.35,B6,215573,xi Oct,
0.17421295,0.37416950,5.36,K0,3690,55 Psc,
0.27410396,-0.80978914,5.36,G8,6245,,
1.06537079,0.04933949,5.36,F6,25621,,
1.45856438,0.06574558,5.36,A2,36777,n2 Ori,
1.59952881,0.67165118,5.36,A4,41357,40 Aur,
1.61436411,1.02862434,5.36,G8,41597,37 Cam,
1.66577860,0.93291727,5.36,F5,43905,45 Aur,
1.65301588,-0.16389126,5.36,K1.5,43993,,
1.89957272,-0.53557852,5.36,B3,56342,,
1.96320452,0.86694867,5.36,F6,58855,22 Lyn,
2.14479148,-0.13565572,5.36,G6,68312,,
2.46157602,-1.40999817,5.36,F3-5,82554,iot Cha,
2.62240811,0.55717212,5.36,G3,86728,20 LMi,
2.93456024,-0.85697606,5.36,A3,97495,,
3.04760667,0.14196799,5.36,M4,101153,ome Vir,
3.59128401,0.06175072,5.36,K2,119425,84 Vir A,
3.86279906,-1.09739031,5.36,A9,129422,,
4.86050198,0.91374289,5.36,K0,171779,,
4.95796408,-0.74543982,5.36,K0,175219,,
5.21862900,0.29033067,5.36,G5,188727,10 Sge,
5.26375304,0.62783857,5.36,K0,191026,27 Cyg,
0.08987718,0.14294731,5.37,K3,1635,d Psc,
0.29370255,-1.07818199,5.37,G5,6793,iot Tuc,
1.02961336,0.83551335,5.37,B6,24504,,
1.08776191,-0.28598674,5.37,B4,26326,,
1.14572866,0.44731334,5.37,B9,27638,chi Tau,
1.24803404,0.20430049,5.37,A2,30210,,
2.03149053,-0.59643233,5.37,G0,63077,171 Pup,
2.18086162,-1.24817221,5.37,B9,71046,kap1 Vol,
2.27337134,0.79995227,5.37,G8,73593,34 Lyn,
2.49381370,0.61266390,5.37,M1,82198,8 LMi,
3.14136722,0.06379663,5.37,A1,104181,7 Vir,
3.50382847,-0.30953899,5.37,K,116292,63 Vir,
3.79761101,-0.86427250,5.37,A1,126983,,
4.02215489,0.57480480,5.37,B9,136849,50 Boo,
4.03497579,-0.69307509,5.37,A0,136933,ups Lup,
4.16536643,0.75291080,5.37,M3,142780,2 Her,
4.23173258,-0.06050960,5.37,K4,145206,,
4.61040357,0.84797791,5.37,K1,160290,82 Her,
4.88510385,-0.75373983,5.37,M2,171967,,
4.91459992,-0.39081800,5.37,K4,173460,28 Sgr,
4.90604053,0.69137340,5.37,F0,173608,eps2 Lyr B,
5.23622774,0.30572351,5.37,M4,189577,13 Sge,
5.50294314,0.80557126,5.37,B1,200310,60 Cyg,
5.80290706,-0.59366890,5.37,A5,210271,,
5.83926081,-0.93598129,5.37,G3,211415,,
5.84771839,-0.13650414,5.37,B8,211838,rho Aqr,
5.84886012,0.10104487,5.37,B5,211924,30 Peg,
6.04171901,-0.94186693,5.37,K5,217902,kap Gru,
0.14220797,0.35420488,5.38,K0,2910,52 Psc,
0.20311269,0.27009940,5.38,M4,4408,57 Psc,
0.37635844,0.33461840,5.38,F2,8723,rho Psc,
0.54595353,1.34881469,5.38,F0,12230,47 Cas B,
0.86556695,-0.01623641,5.38,G9,20559,95 Cet,
1.05859310,-0.00469300,5.38,F5,25457,,
1.13276959,0.38002120,5.38,A0,27309,56 Tau,
1.13730017,-0.36023111,5.38,A2,27616,,
1.30829881,-0.17912896,5.38,G4,32008,63 Eri,
1.32125788,-0.85785357,5.38,F2,32743,eta1 Pic,
1.46368402,0.41956746,5.38,B2.5,36819,121 Tau,
1.59979061,-0.07319717,5.38,B5,41692,,
1.68195926,-1.21632480,5.38,G8,46116,pi2 Dor,
1.93506836,-0.48579785,5.38,K2,58215,,
2.12624736,-0.35874758,5.38,A5,67456,,
2.47740761,-0.10596088,5.38,G2,81809,,
2.77164830,-0.69050073,5.38,,91793,,
2.80420596,-1.03351126,5.38,B2.5,92964,,
3.22376130,1.31179916,5.38,A1,107193,,
3.58673161,-1.02603059,5.38,B9,118978,,
3.91079562,-0.92170353,5.38,A2,131562,36 Lup,
4.09676045,-0.33688248,5.38,G8,139446,41 Lib,
4.22424948,-0.45948701,5.38,M2,144690,,
4.53856873,0.44571346,5.38,A3,157087,,
4.77877694,-0.36177767,5.38,B0,167264,15 Sgr,
4.95968032,-0.65176412,5.38,B8,175362,,
4.96653074,0.30300370,5.38,F8,176155,,
4.97518466,0.88197790,5.38,B2.5,177003,,
4.99565592,0.93194764,5.38,A0,178207,51 Dra,
5.12624291,0.51422733,5.38,F8,184759,9 Cyg,
5.38412258,0.22736792,5.38,A3,195943,eta Del,
0.18532488,-1.14263312,5.39,F6,4089,rho Tuc,
0.22133684,1.12133041,5.39,G0,4775,,
0.74134314,-0.48767408,5.39,A0,17729,gam2 For,
1.14228891,1.06003542,5.39,M0,27245,,
1.21781803,0.13737196,5.39,A5,29499,,
1.64545279,0.17352936,5.39,A2,43525,75 Ori,
1.78443917,-0.26432527,5.39,B6,49662,,
1.86173544,-0.19712039,5.39,B0.5,53974,,
1.92267652,-0.90907413,5.39,B9,57917,,
1.93527198,-0.56203480,5.39,B3,58286,,
2.33108357,0.53371199,5.39,G7,75959,57 Cnc,
2.43162180,-1.19885697,5.39,F4,80671,128 Car,
2.98468028,0.02457036,5.39,G8,99055,79 Leo,
3.02649546,-0.70837581,5.39,A2,100493,,
3.24117096,-1.00663804,5.39,B9,107696,,
3.78063041,0.33557349,5.39,F0,126661,22 Boo,
3.83464836,0.77500376,5.39,A1,129002,33 Boo,
4.16215939,-0.42818260,5.39,B6,142165,,
4.28690680,0.58823898,5.39,K5,147767,nu2 CrB,
4.31343580,0.01160644,5.39,K4,148513,,
4.48564162,0.62718891,5.39,A5,155103,c Her,
4.51452682,0.25115288,5.39,G5,156015,alp2 Her,
4.54073585,0.56666962,5.39,G0,157214,72 Her,
4.79598298,0.12670606,5.39,K2,168387,,
4.80029540,-0.27631471,5.39,K4,168415,,
4.84190696,-0.03464963,5.39,K0,170474,60 Ser,
4.87149029,0.15921766,5.39,F5,171802,,
5.19575792,-0.18786045,5.39,F0,187532,51 Aql,
5.26018965,1.08202657,5.39,K3,191277,66 Dra,
5.42016363,0.87859875,5.39,B2,197511,51 Cyg,
5.44349286,1.40590150,5.39,K1,199437,,
6.06512823,0.17142527,5.39,B9,218700,58 Peg,
0.10817405,1.07915647,5.4,B9,2011,12 Cas,
0.49431361,0.71086776,5.4,K1,11428,55 And,
0.99741203,-0.65663165,5.4,A1,24071,f Eri B,
1.18080978,0.23953674,5.4,F0,28556,83 Tau,
1.20759331,-1.08345677,5.4,M8,29712,P Dor,
1.24106000,0.19453634,5.4,F0,30034,,
1.47757393,0.53219452,5.4,F9,37269,26 Aur,
1.55256491,0.35212018,5.4,M6.5,39816,,Gore's Nova
1.69656912,-0.12277422,5.4,B3,45726,bet Mon B,
1.77534892,-0.89475759,5.4,K1,49689,,
1.79528930,-1.23854381,5.4,B7,51557,iot Vol,
3.52753586,1.04625216,5.4,A1,117376,,
4.12811092,-0.03149350,5.4,B8,140873,25 Ser,
4.26407935,1.04292149,5.4,M4,147232,,
4.29360450,-0.68404786,5.4,G5,147513,,
5.04557961,-0.79353819,5.4,K3,179886,,
5.14628510,0.74732090,5.4,B9,185872,14 Cyg,
5.80830303,0.88703450,5.4,A5,210715,,
6.05926684,0.03713673,5.4,G8,218527,5 Psc,
0.05049819,-0.48519668,5.41,K5,720,kap2 Scl,
0.20842867,1.30633531,5.41,B8,4382,23 Cas,
0.33425237,-0.04363808,5.41,G5,7672,39 Cet,
0.52258794,-0.36345512,5.41,M1,12255,57 Cet,
0.70929454,-0.88663211,5.41,G0,17051,iot Hor,
1.09445961,0.46217773,5.41,F2,26322,44 Tau,
1.39190008,0.58901953,5.41,A0,34452,,
2.09524595,1.29011345,5.41,K3,64307,,
2.33842122,0.20291392,5.41,K5,76351,60 Cnc,
2.48127642,0.79589438,5.41,K0,81688,41 Lyn,Intercrus
2.48036739,0.15806865,5.41,F9,81858,ome Leo,
2.51179059,0.62500725,5.41,G8,82885,11 LMi,
2.69076684,0.23960462,5.41,M1.5,89056,37 Leo,
3.08625844,-1.00699195,5.41,K5,102461,,
3.74927994,0.22696552,5.41,F5,125451,18 Boo,
3.82809610,-0.80518826,5.41,G8,128266,a Lup,
4.11929701,-0.27354158,5.41,F0,140417,eta Lib,
4.19334988,0.58125767,5.41,G0,143761,rho CrB,
4.42842391,0.36579677,5.41,G8,152815,,
4.54701176,-1.22388305,5.41,B9,156190,iot Aps,
4.80901477,0.40640476,5.41,M0,169110,,
5.18983107,-1.26542189,5.41,A4,186219,,
5.45110686,-1.20037443,5.41,K0,197635,sig Pav,
5.60320503,-0.36393509,5.41,K0,203638,33 Cap,
5.61851302,0.48186117,5.41,A1,204414,35 Vul,
0.04079707,-0.48847887,5.42,F2,493,kap1 Scl,
0.19760036,0.96379990,5.42,A2,4222,,
0.25236007,0.50600974,5.42,G6,5575,68 Psc,
0.36948620,-0.72418074,5.42,K0,8651,,
0.41880630,-0.26878555,5.42,K2,9856,50 Cet,
0.62049364,-0.01544616,5.42,F0,14690,70 Cet,
1.44063840,1.10073068,5.42,M1,35583,17 Cam,
1.42754116,0.31349992,5.42,B5,35671,115 Tau,
1.71838573,-0.63237157,5.42,K3,46815,,
1.97137848,0.29820890,5.42,K2,59686,,
2.01264097,-0.67253839,5.42,B5,62226,,
2.11527360,1.38718284,5.42,A0,64486,,
2.23190523,-0.34169183,5.42,A0,72310,,
2.34173007,-1.49510237,5.42,A8-9,79837,zet Oct,
2.82248829,-0.30188378,5.42,A3,93397,3 Crt,
2.93983259,-0.00121688,5.42,A0,97585,p5 Leo,
3.28841120,0.58027834,5.42,K0,109317,,
3.79039699,-0.12043741,5.42,K5,126927,106 Vir,
4.16230483,-0.41849602,5.42,B2.5,142184,,
4.29581525,-0.65564748,5.42,B8,147628,,
4.87217387,0.58414231,5.42,B8,172044,,
4.98687837,-0.06455779,5.42,A1,176984,14 Aql,
4.99583045,-0.07036101,5.42,K1,177463,15 Aql,
5.19561247,-1.03311371,5.42,A0,186957,,
5.55576844,-0.48205024,5.42,K5,201901,3 PsA,
5.76323718,-0.49660920,5.42,B8,209014,eta PsA,
5.98227600,-0.68341761,5.42,M0,216149,,
0.12409291,-0.69664817,5.43,M0,2490,,
0.17088955,0.86139756,5.43,K7,3574,,
0.27507843,-0.08441576,5.43,K0,6203,25 Cet,
0.53753959,0.00223984,5.43,A5,12573,60 Cet,
0.69296844,0.38329854,5.43,A7,16432,nu Ari,
0.71596315,0.77312753,5.43,G0,16901,14 Per,
1.16521090,1.41064782,5.43,G6,26836,,
1.36298579,1.29061280,5.43,B9,32650,,
1.34969220,0.17155617,5.43,A2,33254,16 Ori,
1.70970272,-0.14238493,5.43,K2,46229,,
1.93299578,-0.55717697,5.43,B5,58155,,
1.95954660,-0.67740107,5.43,B5,59635,y Pup,
2.06410637,-0.63466959,5.43,K0,64572,,
2.39110835,0.51756285,5.43,G8,78235,tau Cnc,
2.90118809,-0.62491029,5.43,A2,96146,,
3.34917048,1.16571026,5.43,K5,111335,7 Dra,Tianyi
3.61031537,-0.31171580,5.43,M2,120052,87 Vir,
3.73239388,-0.31766447,5.43,A1,124683,,
4.08495039,-0.77487286,5.43,K4-5,138816,,
4.18259429,-0.43338949,5.43,B5,142990,,
4.24168095,-0.14918202,5.43,A4,145607,16 Sco,
4.90853490,-0.69265815,5.43,K3,172991,,
5.05153554,0.40187176,5.43,B0.5,180968,2 Vul,
5.08543129,-0.41821967,5.43,K4,182416,chi3 Sgr,
5.40100136,0.19857968,5.43,A2,196544,iot Del,
5.57613061,-0.31390231,5.43,B8,202671,30 Cap,
5.82204023,-0.48462460,5.43,B8,210934,lam PsA,
5.97674912,0.97568753,5.43,K1,216174,,
6.00862320,0.84969900,5.43,B4,217050,,
6.01901518,0.01680364,5.43,K1,217264,2 Psc,
6.04391521,-0.13427885,5.43,F2,218060,83 Aqr,
6.23447608,1.08584690,5.43,A3,223385,6 Cas,
1.00020456,1.23693423,5.44,A2,23277,,
1.09246703,-0.12084466,5.44,G8,26409,37 Eri,
1.27446851,1.10837619,5.44,M3,30442,,
1.76609140,0.50563643,5.44,K4,48450,28 Gem,
1.86910218,0.27804549,5.44,G8,54131,45 Gem,
2.91789235,-0.49009815,5.44,A1,96819,10 Crt,
3.04370150,-0.83334624,5.44,K2,101067,C3 Cen,
3.13397138,-0.98292095,5.44,B8,103961,,
3.26540195,-0.68140078,5.44,B8,108541,u Cen,
3.94002988,-0.56973365,5.44,B3,132955,,
4.09639684,-0.91407741,5.44,A0,139129,,
4.16512645,0.35449092,5.44,M0,142574,,
4.21640277,1.18351261,5.44,A0,145454,,
4.26173770,-0.93918106,5.44,M2,146003,,
4.57637693,0.00576928,5.44,A8,158352,,
4.77463178,-0.37896431,5.44,K3,167036,14 Sgr,
4.95180452,0.72610545,5.44,K0,175740,,
5.37261795,0.85905591,5.44,M2,195774,ome2 Cyg,
5.61894935,1.16603993,5.44,B7,204770,7 Cep,
6.10645618,0.84867120,5.44,K0,219945,11 And,
0.24000459,-1.21347410,5.45,K2,5457,lam Tuc,
0.77403171,-0.41646950,5.45,A5,18454,4 Eri,
0.87409725,1.35672685,5.45,A6,19978,,
0.99635756,0.40877550,5.45,B8,23753,,
1.13106789,0.87351790,5.45,A7,27084,,
1.11182564,-1.08545420,5.45,K0,27304,,
1.21879978,-0.25061474,5.45,K1,29613,,
1.39350724,-0.88324326,5.45,F7,35072,zet Pic,
1.48278810,-0.56948639,5.45,G6-8,37811,,
1.77253457,1.38866637,5.45,F8,46588,,23 H. Cam
1.80820474,-0.01966889,5.45,A4,50747,,
1.81764406,-1.38614534,5.45,B9.5,54239,the Men,
1.88230851,-0.00526992,5.45,A8,55057,21 Mon,
1.93237764,0.96484225,5.45,B8,57103,19 Lyn A,
1.92409460,-0.25062928,5.45,G5,57478,,
2.07132040,0.83016101,5.45,K4,64144,26 Lyn,
2.34285727,0.57439270,5.45,A7,76398,sig2 Cnc,
2.36814272,0.42678148,5.45,A0,77350,nu Cnc,
2.48747234,-0.89914515,5.45,B8,82419,,
2.51853193,-0.93669397,5.45,A2-3,83520,,
2.55840543,-1.33999593,5.45,G8,85396,nu Cha,
2.78138578,-1.02509005,5.45,A0,92207,,
2.85242796,-0.03716097,5.45,G8,94402,p1 Leo,
3.30610448,-0.47366297,5.45,F1,109799,,
3.61126076,-0.87826907,5.45,K2,119971,,
4.04612408,-0.64171878,5.45,B4,137432,,
4.17043516,0.66229912,5.45,F0,142908,lam CrB,
4.27298052,-0.74479987,5.45,A3,146667,lam Nor,
4.42454055,-0.72965913,5.45,B0.5,152234,,
4.69138685,1.25672433,5.45,F2-3,164613,psi2 Dra,
4.87231205,0.11644740,5.45,F3,171834,,
5.22390862,0.70455548,5.45,B5,189178,,
5.46859651,0.78857369,5.45,K0,199098,,
5.66253168,0.33717337,5.45,F1,205852,5 Peg,
0.22984532,-0.41898083,5.46,K2,5098,,
0.61969370,-0.18810771,5.46,F0,14691,,
0.98088958,0.42393078,5.46,B7,23288,16 Tau,Celaeno
1.06440359,0.14306852,5.46,F2,25570,,
1.17810452,1.45456709,5.46,G8,26659,,
1.22197773,0.21289138,5.46,B8,29589,93 Tau,
1.44531443,0.05746012,5.46,B1,36351,33 Ori,
1.44965593,0.29771923,5.46,B7,36408,,
1.44058749,-0.82166223,5.46,G3,36553,,
1.82197102,-0.42988429,5.46,F0,51733,,
1.87763975,-0.47981525,5.46,G8,55070,,
1.90346335,-0.27202411,5.46,A2,56405,,
2.29733326,-0.80132914,5.46,B3,75149,,
2.39804603,-0.15337566,5.46,G8,78732,20 Hya,
2.75847834,0.24674107,5.46,M1.5,91232,46 Leo,
3.18987282,-0.41194134,5.46,A2,105850,3 Crv,
3.27689930,0.42877892,5.46,A2,108945,21 Com,
3.31229313,0.36760997,5.46,G9,110024,26 Com,
3.38147361,-1.48568244,5.46,K0,111482,iot Oct,
3.57577239,0.92365248,5.46,A3,119024,82 UMa,
3.69448387,-0.16254833,5.46,F2,123255,95 Vir,
3.88964077,1.03487359,5.46,K4,131507,,
3.91289001,-0.19913722,5.46,K4,131918,xi2 Lib,
4.00908674,-1.05586117,5.46,O7.5,135591,,
4.04170258,0.59927334,5.46,K4,137704,,
4.27570033,0.69304601,5.46,F3,147365,,
4.69240496,0.45465827,5.46,F2,163506,89 Her,
4.78167128,-0.77155188,5.46,G8,167096,,
4.82975510,-0.83979911,5.46,K0-1,169405,,
5.13907108,-0.08111418,5.46,F3,185124,42 Aql,
5.35922255,1.42109556,5.46,G9,196787,75 Dra,
5.74379130,-0.65019817,5.46,A2,208321,,
5.80594684,-0.20184733,5.46,B7,210424,38 Aqr,
5.87778168,1.13677173,5.46,B0.5,213087,26 Cep,
0.23983733,0.41239221,5.47,K1,5286,36 And,
0.63188191,0.18518913,5.47,B7,14951,xi Ari,
0.74470290,-0.62266560,5.47,K5,17829,eta3 For,
0.78466367,0.82415902,5.47,G5,18474,,
0.86302168,0.76838120,5.47,B8,20315,30 Per,
0.92564991,0.83817013,5.47,B8,21699,,
1.06622891,0.42072616,5.47,G0,25555,36 Tau,
1.28799481,-1.30789641,5.47,K4,32440,eta Men,
1.43673322,0.43896000,5.47,B8.5,35943,118 Tau,
1.50927347,0.86963454,5.47,A2,38104,omi Aur,
1.52837755,-1.38511754,5.47,B9,40953,kap Men,
1.59930337,-0.40335529,5.47,A,41841,,
1.89102061,0.89760344,5.47,M3,54895,,
2.20725246,-0.73571446,5.47,B3,71459,,
2.24538063,1.13699474,5.47,A2,72037,2 UMa,
2.25720523,-1.09700246,5.47,K0,73887,,
2.27470943,-1.37817016,5.47,B8,75416,eta Cha,
2.42901108,-0.15262419,5.47,B9,79931,24 Hya,
2.45097314,0.98958714,5.47,M4,80390,,
2.47446964,-1.24969453,5.47,K2,82350,,
2.49409732,-1.27550116,5.47,K4,83095,H Car,
2.81548516,-1.40446160,5.47,K0,93779,del1 Cha,
2.88086228,0.79458053,5.47,K5,95212,,
3.38298623,-0.74902259,5.47,M0,112213,,
4.19021556,-0.28856110,5.47,F8,143333,49 Lib,
4.34750608,-0.74802872,5.47,O9,149404,,
4.55390581,0.64833164,5.47,A0,157778,rho Her B,
4.69840453,-0.07124337,5.47,G9,163532,,
4.77002848,-0.72145124,5.47,B2.5,166596,,
4.81537068,-1.30976779,5.47,A0,167468,phi Oct,
5.53605349,-1.55258188,5.47,F0,177482,sig Oct,Polaris Australis
5.13813296,-0.24961117,5.47,F5,184985,,
5.29372179,-0.01761813,5.47,K5,192107,66 Aql,
5.41196058,-0.58349751,5.47,K1,196737,,
5.47116360,0.58359932,5.47,K5,199101,,
5.88461028,-0.68298127,5.47,G9,212953,nu Gru,
5.87309111,1.23518406,5.47,K2,213022,,
0.16297739,0.61783686,5.48,G2.5,3421,,
1.01531620,-0.09357389,5.48,B8,24388,30 Eri,
1.18092613,0.27387610,5.48,A5,28546,81 Tau,
1.29752867,0.29938699,5.48,K1,31539,,
1.38869304,0.74686517,5.48,M4,34269,,
1.45235392,-0.67217962,5.48,K2,36848,,
2.04179524,-0.21280897,5.48,F5,63336,5 Pup,
