ra,dec,m,sp_cl,id,bayer_name,proper_name
6.28281980,-1.14453708,4.5,B9,366744,eps Tuc,
2.37865047,-1.26715693,4.5,F5,370195,,
0.65042603,1.17639554,4.5,A5,400038,,
5.69039877,0.50165610,4.5,F5,400287,,
1.00512784,1.24498291,4.6,A0,5388,gam Cam,
4.63358314,1.25923512,4.6,F5,9604,psi Dra,
5.68070463,1.24461969,4.6,K0,10934,11 Cep,
0.87261001,1.14584690,4.6,B3,14217,,
2.50664725,1.21876942,4.6,G0,17105,24 UMa,
3.62780654,1.12963405,4.6,M0,18763,10 Dra,
3.91644575,1.15073819,4.6,M3,19232,,
1.12679649,0.87782207,4.6,A2,29054,,
2.39489912,0.90067129,4.6,A3,32016,,
2.50814329,0.90846913,4.6,A0,32217,,
2.58354602,0.94360159,4.6,A2,32355,,
5.68145795,0.89342846,4.6,B3,39758,pi1 Cyg,Azelfafage
4.15683191,0.74091961,4.6,G0,55019,,
4.20099645,0.80349320,4.6,B9,55142,,
5.86655681,0.86352734,4.6,B8,62905,,
5.93636365,0.77276765,4.6,K0,63250,11 Lac,
2.38468437,0.67111749,4.6,G5,74244,,
2.65041213,0.61513508,4.6,A5,75005,,
4.90603711,0.69137368,4.6,A5,81726,eps2 Lyr,
1.32250426,0.37681556,4.6,A5,94004,iot Tau,
1.54168176,0.48192390,4.6,A0,95031,136 Tau,
2.94613235,0.40309232,4.6,M0,101007,,
4.14338677,0.45497931,4.6,G5,104349,,
5.24079104,0.48439150,4.6,A5,110223,15 Vul,
5.30259250,0.44666398,4.6,B3,110743,,
5.62846110,0.41257566,4.6,K5,113087,2 Peg,
6.11143378,0.41434722,4.6,A5,115381,tau Peg,
1.19488978,0.25908355,4.6,A5,120022,rho Tau,
1.48917796,0.28857162,4.6,B3,121263,,
3.44697662,0.30594613,4.6,F5,129630,,
4.10829481,0.34331324,4.6,A2,131608,,
4.29968857,0.24492665,4.6,A0,132309,omg Her,
0.49548050,0.05563227,4.6,K0,145091,xi Psc,
1.40862178,0.06186285,4.6,B3,148857,,
2.90168514,0.12803725,4.6,F0,157485,chi Leo,
4.71353667,0.07624839,4.6,B3,164975,,
4.95769427,0.07336641,4.6,A5,166832,the Ser,Alya
1.48721672,-0.01970641,4.6,B3,175997,,
0.02328152,-0.09961665,4.6,K0,181831,33 Psc,
1.44832090,-0.12743497,4.6,B3,188149,,
1.46190952,-0.10475490,4.6,B1,188205,,
4.91957134,-0.09957384,4.6,K0,202138,,
5.77404614,-0.03762188,4.6,B5,205909,,
0.72039912,-0.32415263,4.6,F5,211940,,
0.98672989,-0.21121101,4.6,M0,213360,,
1.73612460,-0.31830180,4.6,K0,217460,,
1.81562398,-0.24510570,4.6,G5,217894,,
1.92957420,-0.33190116,4.6,B8,218547,,
1.94023795,-0.28277155,4.6,B3,218609,,
2.09381652,-0.32112768,4.6,A2,219496,,
2.27644428,-0.27826632,4.6,K0,220495,,
2.64035380,-0.22802173,4.6,B8,222420,ups2 Hya,
4.07612236,-0.17565958,4.6,K0,230420,,
4.40623168,-0.18819938,4.6,F5,232206,,
5.06899072,-0.27846771,4.6,B8,235885,ups Sgr,
5.65958207,-0.33974545,4.6,B5,239096,,
1.04686957,-0.41916263,4.6,A0,246961,,
1.31522121,-0.34997123,4.6,B9,248333,,
1.81350064,-0.35144841,4.6,F5,251258,,
2.04241039,-0.45268793,4.6,B2,253217,,
2.26514204,-0.39552084,4.6,G5,254900,,
3.88461785,-0.48800011,4.6,K2,263452,,
4.07805873,-0.48951234,4.6,K0,264403,,
4.22110410,-0.36422834,4.6,G0,265145,,
4.74765859,-0.49666979,4.6,K0,267912,,
4.92910913,-0.35473215,4.6,K0,268946,,
5.13435381,-0.43430070,4.6,B9,270030,52 Sgr,
5.22266834,-0.47420469,4.6,K2,270473,,
5.24758641,-0.48362782,4.6,M3,270603,62 Sgr,
5.82198750,-0.36782241,4.6,G5,273536,,
6.16658495,-0.36502732,4.6,A0,275084,,
6.23486601,-0.49096630,4.6,A0,275366,del Scl,
0.97229783,-0.65124532,4.6,K2,279348,,
1.73570514,-0.56443322,4.6,G5,282919,,
1.79276875,-0.59982292,4.6,K0,283195,,
2.15326534,-0.62656646,4.6,B3,284952,,
2.42492235,-0.65298391,4.6,F5,286241,,
2.86547138,-0.64817771,4.6,K0,288317,iot Ant,
4.10050396,-0.60060207,4.6,K0,294100,,
4.11323221,-0.60581100,4.6,B5,294164,,
5.45401508,-0.58956732,4.6,K0,300665,,
5.79637589,-0.59417761,4.6,K5,302231,,
0.18031992,-0.80433503,4.6,K0,305142,omi Phe,
0.69726412,-0.74860128,4.6,A2,306963,,
0.94725410,-0.70292553,4.6,K0,307806,,
1.73933186,-0.84159160,4.6,K0,310971,,
1.73937164,-0.84162569,4.6,,310972,,
1.81630713,-0.85034438,4.6,M0,311283,,
2.06411873,-0.86591233,4.6,B3,312267,,
2.14427523,-0.75026958,4.6,A3,312726,,
2.27424990,-0.82584136,4.6,A3,313413,,
3.08275680,-0.70686901,4.6,G5,316766,,
3.20287385,-0.79803517,4.6,K0,317217,,
3.43079051,-0.84584526,4.6,B3,318130,,
3.77923633,-0.78926300,4.6,B3,319521,,
4.08357841,-0.78466837,4.6,B3,320760,,
4.85857332,-0.73849287,4.6,G5,324219,the CrA,
5.01061746,-0.70680128,4.6,K0,324808,,
5.94939159,-0.72281783,4.6,K0,328547,,
3.03147161,-0.94708682,4.6,B8,340211,,
3.17688117,-0.88420571,4.6,B5,340717,,
3.34395747,-0.98591700,4.6,B3,341283,,
3.58555176,-0.95225168,4.6,B9,342157,,
1.04172478,-1.07163628,4.6,M0,353843,del Ret,
1.54505730,-1.10112584,4.6,K0,355062,,
3.09028913,-1.16613883,4.6,K5,358988,,
3.47851195,-1.16558943,4.6,K0,359998,,
2.75341208,-1.27795562,4.6,K5,370750,,
4.09879666,0.63942561,4.6,B8,400207,,
5.99700694,1.47211972,4.7,K5,4038,,
0.53214223,1.23755736,4.7,A3,4877,,
0.37495620,1.18909306,4.7,K0,12970,psi Cas,
2.40383157,1.10852328,4.7,F5,16936,,
5.06436691,1.14693458,4.7,A2,21456,,
5.66324566,1.08353467,4.7,B2,23060,,
0.18353991,0.88160982,4.7,B3,25607,,
0.31024463,0.96254646,4.7,A5,26092,,
3.58114328,0.95437483,4.7,M0,34148,,
3.72402000,0.90390732,4.7,A5,34403,,
4.93579716,1.03652258,4.7,K0,36888,omi Dra,
6.05024101,1.03706824,4.7,B1,41489,,
6.15242553,1.02187122,4.7,B3,41873,,
6.27886532,0.97311070,4.7,B2,42419,,
1.11216059,0.70657342,4.7,G0,46911,,
1.14123385,0.81156239,4.7,B3,47016,,
1.39251603,0.69986059,4.7,G0,47977,lam Aur,
2.85352198,0.75380760,4.7,A0,52125,,
3.47993505,0.70812589,4.7,F0,53473,20 CVn,
3.55372575,0.85549330,4.7,A3,53633,,
5.44952013,0.80484355,4.7,B2,60515,55 Cyg,
5.49702741,0.82939762,4.7,B0,60809,59 Cyg,
0.77999171,0.69224509,4.7,A2,67966,,
2.78694284,0.55809021,4.7,G0,75369,37 LMi,
3.62937400,0.60116503,4.7,M0,77486,,
5.11281965,0.60131794,4.7,B3,83069,8 Cyg,
5.21793705,0.67171745,4.7,B3,83837,22 Cyg,
5.31359636,0.66379986,4.7,B_,84645,34 Cyg,
0.31177492,0.36712380,4.7,K0,90550,chi Psc,
0.71319331,0.48358070,4.7,B3,91923,35 Ari,
1.42957570,0.38287370,4.7,B3,94380,,
1.56204430,0.45297969,4.7,B2,95153,,
2.28326467,0.37469562,4.7,A0,98985,gam Cnc,Asellus Borealis
5.19701520,0.39461884,4.7,B3,109856,,
5.69258741,0.44759143,4.7,F5,113505,,
6.27340673,0.43879991,4.7,M0,116004,psi Peg,
1.21856713,0.27782121,4.7,A3,120113,,
1.27641491,0.24871993,4.7,M0,120349,omi1 Ori,
1.32893318,0.26885173,4.7,B9,120559,11 Ori,
1.62339240,0.28152728,4.7,B3,122076,,
3.23198754,0.31054415,4.7,K0,128975,,
4.71263747,0.29235855,4.7,K0,134105,,
5.12507957,0.34510962,4.7,B8,136528,,
5.39005313,0.25611305,4.7,A2,138649,,
5.54291248,0.17682885,4.7,F0,139704,gam Equ,
5.96332310,0.21245636,4.7,F5,141833,,
0.78415454,0.15546282,4.7,B5,146124,lam Cet,
2.52398571,0.08114481,4.7,K0,156043,,
2.61892544,0.14039772,4.7,M0,156405,pi Leo,
3.14540263,0.11544107,4.7,A3,158416,pi Vir,
3.71870024,0.04205288,4.7,A0,160430,,
3.76719610,0.14739659,4.7,A0,160582,,
5.86987875,0.02403953,4.7,B1,173030,pi Aqr,
1.40395324,0.00667622,4.7,B3,175807,22 Ori,
0.32463429,-0.13828078,4.7,F0,183194,,
0.91899235,-0.08857788,4.7,B9,185854,17 Eri,
1.23737175,-0.15351518,4.7,F5,187260,,
1.47866395,-0.12588865,4.7,A3,188306,,
1.57103994,-0.05365588,4.7,K0,188676,,
3.03984832,-0.17108182,4.7,B9,194645,the Crt,
3.31283657,-0.13954988,4.7,K0,195694,chi Vir,
4.89684352,-0.15799690,4.7,F0,202045,,
5.46573395,-0.15678840,4.7,A3,204557,mu Aqr,
5.66251080,-0.13708208,4.7,A5,205412,xi Aqr,
6.09950620,-0.16026548,4.7,B5,207387,,
0.47815520,-0.18651310,4.7,F0,210688,chi Cet,
1.21689853,-0.21158936,4.7,A2,214621,,
1.57882505,-0.18496912,4.7,B8,216606,,
1.59765374,-0.26066952,4.7,A0,216709,,
1.64800671,-0.29349267,4.7,K0,216967,,
3.07510920,-0.32028115,4.7,G5,224852,zet Crt,
3.48370002,-0.31959194,4.7,G5,227091,61 Vir,
4.11001753,-0.34346082,4.7,K5,230614,,
4.83978761,-0.25422136,4.7,A3,234600,gam Sct,
5.12743314,-0.18431389,4.7,G5,236209,,
5.32615044,-0.22268932,4.7,A0,237275,,
6.20361298,-0.31095852,4.7,G0,241983,,
0.54319300,-0.51132610,4.7,A0,244617,nu For,
1.89478892,-0.45993924,4.7,B5,251933,,
1.98697728,-0.49513885,4.7,B8,252722,,
2.44997655,-0.45318283,4.7,M0,256035,the Pyx,
2.45744242,-0.50324668,4.7,K0,256086,,
2.53632795,-0.41175046,4.7,B2,256576,,
3.90227637,-0.43008825,4.7,K0,263542,,
4.24247435,-0.48740879,4.7,B3,265254,,
4.73429446,-0.51626960,4.7,F8,267817,,
6.06464914,-0.39196114,4.7,G0,274652,,
2.06229806,-0.67828444,4.7,B3,284531,,
3.05525659,-0.60640887,4.7,B8,289215,omi Hya,
3.62954213,-0.57586120,4.7,B5,291906,,
4.47163099,-0.59555874,4.7,B1,295869,,
4.80973202,-0.67469120,4.7,K0,297606,,
5.50342055,-0.56300409,4.7,G5,300891,gam Mic,
5.57605752,-0.56151736,4.7,A0,301225,eps Mic,
0.51124497,-0.82703119,4.7,G5,306337,,
2.19269510,-0.84631989,4.7,B2,312992,,
3.75555410,-0.78866381,4.7,F0,319412,,
4.10671667,-0.77948300,4.7,F5,320883,,
4.21711115,-0.78842165,4.7,A3,321365,del Nor,
4.70277476,-0.72808649,4.7,M0,323580,,
6.17443420,-0.74377399,4.7,A2,329418,iot Phe,
6.18653784,-0.79399177,4.7,A2,329482,,
1.33304248,-1.00308881,4.7,F8,334043,zet Dor,
1.92142068,-0.91296190,4.7,F2,335951,,
2.65699282,-0.90428019,4.7,B5,338714,,
2.73758332,-1.00598800,4.7,F5,339055,,
3.45703095,-1.04581025,4.7,B8,341692,,
3.53176784,-0.89299994,4.7,A2,341953,,
5.77425042,-0.99110257,4.7,K5,349918,eps Ind,
0.50149970,-1.18066753,4.7,K0,352648,eta2 Hyi,
0.91358372,-1.09846703,4.7,F5,353551,kap Ret,
1.05288441,-1.06602781,4.7,K5,353861,,
1.61988909,-1.14475098,4.7,Mb,355229,,
2.09276045,-1.05744321,4.7,M0,356417,,
2.13371533,-1.06992639,4.7,F5,356535,,
2.17430318,-1.14516622,4.7,K0,356631,,
3.65492751,-1.11154192,4.7,K0,360443,,
0.74383394,-1.31016461,4.7,K2,367814,,
2.38080414,-1.23113154,4.7,B3,370201,,
2.43220350,-1.30714979,4.7,A0,370260,,
3.98946538,-1.22311757,4.7,Nb,372592,,
4.27756666,-1.37349984,4.7,M3,373033,,
1.74959803,0.17271487,4.7,Oe,400094,,
2.77111197,1.32143992,4.8,G5,7714,,
3.70379993,1.35345910,4.8,K0,8579,4 UMi,
4.94974292,1.24437088,4.8,K0,10036,ups Dra,
5.80237829,1.26259270,4.8,G5,11100,24 Cep,
1.03595610,1.10082104,4.8,B9,14575,,
1.65302947,1.20985869,4.8,A0,15683,,
2.36729929,1.18035967,4.8,M0,16874,rho UMa,
4.36733113,1.12729187,4.8,K0,20004,,
4.61182034,1.20005309,4.8,F5,20477,omg Dra,
0.13862990,0.95159122,4.8,B8,25439,,
0.80957170,0.98970121,4.8,K0,28203,,
0.91590944,1.02762688,4.8,A0,28511,,
2.13129688,0.89896082,4.8,A2,31498,27 Lyn,
2.42683087,0.94285944,4.8,A5,32078,,
2.75162683,0.97704506,4.8,F5,32668,36 UMa,
3.24642141,0.89993122,4.8,K0,33536,,
3.73572614,0.89652797,4.8,A5,34432,iot Boo,
4.38643434,0.99103086,4.8,F0,35619,,
4.85452575,0.99563402,4.8,F8,36692,,
5.80980888,1.03697811,4.8,O4,40324,,
0.38247123,0.79249699,4.8,F5,44006,omg And,
0.43886500,0.70820288,4.8,B8,44297,,
0.58129085,0.77198792,4.8,K0,44882,,
0.90779017,0.85630938,4.8,B5,46206,,
0.56063335,0.66076536,4.8,A2,66995,,
0.97030350,0.59280161,4.8,B2,68705,,
1.45179926,0.56185682,4.8,B1,70517,chi Aur,
2.96327120,0.66646362,4.8,A2,75796,55 UMa,
3.74371771,0.61975812,4.8,K0,77808,,
4.15053367,0.62233874,4.8,K0,78878,,
4.22793655,0.63688625,4.8,K0,79079,,
4.28520735,0.53916783,4.8,K0,79251,,
4.70585381,0.52690152,4.8,F0,80796,,
4.90585283,0.69237705,4.8,A3,81725,eps1 Lyr,
5.14600119,0.52627538,4.8,K0,83304,phi Cyg,
0.06371680,0.35267315,4.8,M0,89542,chi Peg,
0.34673830,0.47584714,4.8,A2,90681,ups Psc,
3.23979025,0.45110012,4.8,F5,101845,12 Com,
3.29365926,0.39495433,4.8,A0,102005,23 Com,
3.71056548,0.43793166,4.8,F5,103125,12 Boo,
3.85465906,0.46299755,4.8,M0,103535,,
4.91342771,0.46534172,4.8,K0,107805,,
5.04494976,0.37333232,4.8,B5,108693,,
5.07388041,0.45836496,4.8,B5,108882,,
5.40407256,0.37003093,4.8,A0,111575,29 Vul,
5.85261876,0.49445774,4.8,B8,114332,,
5.94178465,0.51151430,4.8,A0,114731,,
6.05242020,0.44450515,4.8,K0,115152,,
0.99601977,0.19448596,4.8,B3,119373,,
1.16215388,0.27259172,4.8,A5,119892,,
1.28672057,0.17716677,4.8,A0,120382,,
1.52519138,0.22080679,4.8,B9,121441,,
3.39869688,0.30385164,4.8,M0,129486,,
0.39350760,0.10722905,4.8,K2,144670,,
0.86987908,0.05882045,4.8,G5,146448,kap Cet,
2.88224029,0.06313655,4.8,K0,157415,58 Leo,
3.48020747,0.09546684,4.8,M0,159630,sig Vir,
4.28509994,0.01796001,4.8,F0,162540,,
4.90800650,0.03595577,4.8,B5,166497,,
5.88114362,0.08195440,4.8,K0,173074,,
0.23129234,-0.01997175,4.8,K0,174810,20 Cet,
2.48337772,-0.04832996,4.8,F5,177880,,
2.74662282,-0.04780418,4.8,B9,178197,,
2.75016438,0.01111847,4.8,B5,178201,,
3.01206740,-0.05242081,4.8,K2,178510,,
3.78824761,-0.03888530,4.8,K0,179311,phi Vir,
0.85448578,-0.15393333,4.8,A3,185579,zet Eri,
1.19640640,-0.15656063,4.8,K2,187084,,
1.75379351,-0.16000378,4.8,K5,189456,,
2.58530080,-0.14145869,4.8,A2,192845,,
3.37875111,-0.16648637,4.8,M3,195950,psi Vir,
4.45521456,-0.07369861,4.8,K0,200261,,
4.96136667,-0.10203742,4.8,K0,202351,,
5.69415610,-0.15851831,4.8,K0,205561,,
0.66360610,-0.26606875,4.8,F5,211650,sig Cet,
1.59254756,-0.28770899,4.8,A0,216686,,
1.60436642,-0.33450631,4.8,M0,216753,,
1.74218133,-0.24688981,4.8,K0,217486,,
2.78185636,-0.23360626,4.8,Nb,223226,,
3.45601037,-0.28271803,4.8,F2,226937,,
4.03257465,-0.18015744,4.8,F0,230189,,
4.95114333,-0.27232648,4.8,B5,235210,,
5.51700780,-0.34653783,4.8,A3,238322,,
5.89330958,-0.18636562,4.8,A0,240380,sig Aqr,
6.22217928,-0.32600927,4.8,A5,242073,,
0.19521536,-0.38407962,4.8,A5,243183,,
0.74629726,-0.36658948,4.8,K0,245481,tau2 Eri,
1.47368468,-0.50073127,4.8,F2,249139,,
1.80444449,-0.35298028,4.8,B1,251197,,
1.90495182,-0.48662319,4.8,Mb,252021,,
1.90508760,-0.40693427,4.8,K5,252026,,
2.09044767,-0.40684439,4.8,G5,253595,,
2.54906137,-0.48466969,4.8,F5,256646,the Ant,
3.72089877,-0.47579832,4.8,K0,262637,,
4.22425027,-0.45948812,4.8,M0,265162,,
4.58766833,-0.41822854,4.8,A0,266959,,
4.71148453,-0.41566994,4.8,A0,267632,,
5.08542940,-0.41822389,4.8,K2,269765,,
5.56599562,-0.36044088,4.8,K0,272270,,
0.12186063,-0.57608451,4.8,M3,276040,,
1.38528811,-0.60903690,4.8,K0,281278,omi Col,
1.55115402,-0.64787887,4.8,K0,282042,,
1.87121592,-0.69212379,4.8,B3,283569,,
1.96659336,-0.54039577,4.8,G0,284035,,
2.08422215,-0.52943835,4.8,A2,284622,,
2.18769974,-0.57690786,4.8,K0,285122,,
3.45598266,-0.65978768,4.8,G5,291096,,
4.96861611,-0.64764582,4.8,F5,298401,,
0.13708019,-0.85178210,4.8,A2,304969,lam1 Phe,
1.09451080,-0.73292799,4.8,F0,308375,,
2.08506813,-0.79548020,4.8,K5,312378,,
2.13580005,-0.82633490,4.8,B3,312661,,
2.40451138,-0.78309331,4.8,B5,314050,,
2.71541262,-0.72693070,4.8,K5,315286,,
3.41890649,-0.86441416,4.8,A0,318089,,
4.30740059,-0.82998977,4.8,B5,321736,,
4.49730143,-0.77767891,4.8,G5,322666,,
4.62686028,-0.86246487,4.8,F5,323240,,
5.58837234,-0.71226174,4.8,A2,327103,the1 Mic,
5.82772164,-0.72163672,4.8,G0,328059,,
1.61573113,-0.95938436,4.8,B1,334955,del Pic,
1.94763378,-0.89044201,4.8,K0,336043,,
2.21486681,-0.92656970,4.8,F0,336932,,
2.27950370,-0.92701170,4.8,B5,337171,,
2.75484623,-0.93750898,4.8,G0,339127,,
3.25735052,-0.89798600,4.8,B3,340986,,
3.38006382,-1.03230426,4.8,B3,341414,,
3.46557979,-1.03154349,4.8,F8,341714,,
4.26303556,-0.87385363,4.8,F8,344770,,
0.72232181,-1.18013128,4.8,A2,353113,,
1.36902448,-1.17260488,4.8,K0,354621,the Dor,
2.09584794,-1.10946222,4.8,B3,356424,,
2.44759287,-1.08916549,4.8,K0,357293,,
2.52788994,-1.07037595,4.8,B9,357473,,
2.80228137,-1.12514919,4.8,B3,358176,,
2.82243171,-1.12370405,4.8,B5,358246,,
3.46992471,-1.18498387,4.8,B8,359977,eta Mus,
4.00399488,-1.11021280,4.8,K0,361320,,
4.54654263,-1.18282020,4.8,K2,362645,,
4.91069132,-1.13221690,4.8,A2,363559,,
0.00695651,-1.34505039,4.8,K0,366760,the Oct,
2.75036379,-1.25650907,4.8,A2,370744,,
3.94353508,0.83172211,4.8,G0,400199,,
0.83747798,1.29841544,4.9,A2,5209,,
4.26517184,1.32217873,4.9,F0,9157,eta UMi,
1.64895653,1.07364331,4.9,M0,15671,,
1.79311440,1.17935543,4.9,B3,15925,,
5.74497848,1.11047557,4.9,M2,23328,,
5.78204455,1.08699246,4.9,O5,23444,,
0.86884926,0.87432070,4.9,B3,28382,,
4.17914966,0.95556408,4.9,A5,35211,,
4.59098344,0.96314739,4.9,A5,36040,nu1 Dra,
4.59138072,0.96294953,4.9,A5,36043,nu2 Dra,
4.81671930,1.02626707,4.9,A2,36589,,
5.20670542,1.00397592,4.9,B5,37885,23 Cyg,
5.21692265,0.91523795,4.9,A3,37926,psi Cyg,
6.22671336,1.02367007,4.9,K0,42200,,
0.35927755,0.79462717,4.9,K0,43919,xi And,
0.70794256,0.70151579,4.9,G0,45381,,
0.87895835,0.75624365,4.9,A2,46072,,
1.40414509,0.72962553,4.9,B3,48030,,
1.67943521,0.86023657,4.9,K2,49029,psi1 Aur,
1.82220402,0.78704042,4.9,A2,49476,,
1.91345681,0.86332202,4.9,A2,49757,,
4.35785814,0.85396148,4.9,M0,55566,,
4.40362634,0.80256056,4.9,A2,55686,,
5.36714524,0.85436659,4.9,B3,60032,ome1 Cyg,
6.07614300,0.86230280,4.9,F0,63927,,
6.22224844,0.81018717,4.9,K0,64635,psi And,
0.78130216,0.61406132,4.9,K0,67970,24 Per,
1.13625588,0.60330345,4.9,G5,69340,54 Per,
1.26497377,0.65429392,4.9,K2,69675,,
1.36759011,0.67168084,4.9,A3,70052,mu Aur,
1.88345155,0.68627291,4.9,K2,72547,63 Aur,
4.52769918,0.65085684,4.9,A2,80095,,
5.16738235,0.65195630,4.9,K0,83454,15 Cyg,
5.27712102,0.64297279,4.9,B2,84332,28 Cyg,
5.64952737,0.67254580,4.9,K0,86752,72 Cyg,
5.93089677,0.68155596,4.9,O5,88031,10 Lac,
0.85041829,0.36729513,4.9,A0,92319,zet Ari,
1.12251425,0.35916291,4.9,A3,93391,,
1.39310653,0.38565614,4.9,K0,94262,,
1.52286900,0.42878337,4.9,K0,94921,,
2.10974512,0.48510180,4.9,K0,98279,chi Gem,
3.21289924,0.41792524,4.9,K0,101766,,
3.36717064,0.48067569,4.9,G0,102212,31 Com,
3.62030977,0.37112802,4.9,K0,102876,,
3.95884809,0.43404864,4.9,F0,103802,,
4.19508757,0.52099838,4.9,A0,104529,,
4.19880046,0.39801225,4.9,A2,104540,,
4.72278816,0.36361375,4.9,B3,106693,,
5.40411575,0.42090243,4.9,B5,111576,,
1.58587051,0.34366822,4.9,B8,121825,,
2.03384999,0.32306063,4.9,K2,124413,81 Gem,
3.32434767,0.17864482,4.9,A0,129256,rho Vir,
3.75138407,0.28460977,4.9,K0,130498,,
4.47405656,0.22236963,4.9,A3,132989,60 Her,
5.29828342,0.26524762,4.9,A0,137941,rho Aql,
0.68013073,0.09762014,4.9,G5,145738,nu Cet,
1.49433825,0.02573667,4.9,G5,149342,,
3.00169331,0.04985023,4.9,K0,157884,tau Leo,
3.07738104,0.14413132,4.9,A3,158171,,
3.55232185,0.06386023,4.9,A2,159871,78 Vir,
4.73619716,0.04362658,4.9,K0,165145,,
4.80344186,0.05894224,4.9,G5,165644,,
6.00056385,0.15387220,4.9,A0,173557,,
6.13890162,0.02191391,4.9,A2,174092,kap Psc,
1.45162989,-0.02778588,4.9,B2,175892,,
0.81401472,-0.10626665,4.9,M0,185399,,
1.19639578,-0.14366382,4.9,M0,187083,,
1.34708045,-0.07777570,4.9,F5,187747,,
1.62256046,-0.11432304,4.9,B3,188897,,
1.87722371,-0.07395212,4.9,K0,189987,20 Mon,
2.09324231,-0.06422171,4.9,K0,190862,27 Mon,
3.93123443,-0.14868401,4.9,A0,198139,,
4.90228509,-0.14442992,4.9,G5,202073,eps Sct,
5.13515543,-0.12265291,4.9,B0,203088,kap Aql,
5.36536050,-0.05036176,4.9,K0,204115,69 Aql,
5.39624105,-0.04450419,4.9,K5,204242,,
6.27739619,-0.06206381,4.9,K0,208192,27 Psc,
0.63682737,-0.21450930,4.9,A0,211509,rho Cet,
1.70773515,-0.21628071,4.9,K0,217312,,
2.59561068,-0.33177681,4.9,M0,222192,,
2.78634259,-0.29455291,4.9,K0,223249,,
3.43784854,-0.18745616,4.9,K0,226835,,
4.18089069,-0.24922201,4.9,B3,231020,,
4.24115110,-0.17565395,4.9,A2,231337,,
5.05113404,-0.33079186,4.9,K0,235771,43 Sgr,
5.17648213,-0.34489650,4.9,K0,236458,56 Sgr,
0.09389907,-0.50582211,4.9,G5,242755,,
0.09499652,-0.35007789,4.9,M5,242758,,
0.22984713,-0.41897486,4.9,K0,243345,,
1.37621858,-0.47025744,4.9,B9,248660,,
1.82197109,-0.42989039,4.9,F5,251319,,
1.91486457,-0.46401110,4.9,G0,252120,,
1.93505992,-0.48580134,4.9,K2,252283,,
2.26765437,-0.51593789,4.9,G5,254920,,
2.59271060,-0.45260615,4.9,K0,256918,,
2.78043588,-0.47844065,4.9,K5,257916,,
2.90305835,-0.47636318,4.9,F5,258519,chi1 Hya,
3.44289945,-0.40348594,4.9,K0,261261,,
4.64008893,-0.37844318,4.9,F5,267190,,
4.91460130,-0.39081800,4.9,K2,268874,,
5.10452759,-0.47099479,4.9,K0,269861,,
5.68109856,-0.40601434,4.9,K0,272831,,
0.99742657,-0.65662127,4.9,B8,279479,,
1.71197804,-0.65793502,4.9,G5,282797,,
1.90600033,-0.63866353,4.9,B3,283738,,
2.00475259,-0.66860397,4.9,B3,284226,,
2.06062130,-0.60572485,4.9,F2,284526,,
2.11302532,-0.57028356,4.9,M0,284752,,
2.31194384,-0.57212814,4.9,G5,285724,,
2.42431440,-0.67317392,4.9,K0,286239,,
3.06188659,-0.56722143,4.9,K5,289242,,
3.36275314,-0.59340060,4.9,A0,290651,,
3.86148293,-0.61421302,4.9,A0,293017,,
3.99079234,-0.55011328,4.9,F0,293614,,
4.66515528,-0.55332541,4.9,B8,296839,,
4.90578287,-0.62207093,4.9,B3,298093,,
5.52576309,-0.56446808,4.9,K0,300997,,
5.80385942,-0.56807761,4.9,F8,302262,,
0.32806190,-0.79467691,4.9,G0,305721,,
0.53104413,-0.78039638,4.9,K0,306389,,
2.15374902,-0.82016119,4.9,B3,312775,,
2.31166328,-0.79077314,4.9,A2,313660,,
3.98295770,-0.77667811,4.9,B3,320344,,
4.33750992,-0.76873637,4.9,B0,321884,,
4.74219825,-0.75790971,4.9,A3,323736,,
5.12784890,-0.83948998,4.9,K0,325242,iot Tel,
5.45189741,-0.80681151,4.9,K5,326564,,
1.70083295,-0.87680008,4.9,,335229,,
1.70089324,-0.87683659,4.9,F2,335230,,
1.98820047,-0.91688981,4.9,K5,336200,,
2.15361281,-0.87608610,4.9,K5,336742,,
2.34298882,-1.03374731,4.9,B3,337410,,
2.47094792,-0.93163876,4.9,B5,337956,,
4.24760350,-0.95348209,4.9,K0,344692,kap Nor,
4.94216586,-0.90944651,4.9,K0,347228,,
4.96747961,-0.92395374,4.9,B9,347305,lam Tel,
5.26821475,-0.92294411,4.9,M0,348272,xi Tel,
5.46070486,-0.90073504,4.9,K0,348897,,
5.95868685,-0.93375527,4.9,K0,350499,,
2.81047627,-1.11632980,4.9,B3,358210,,
3.05822743,-1.08367711,4.9,G0,358895,,
3.06968472,-1.09064427,4.9,F8,358925,,
5.39999743,-1.07389948,4.9,F5,364685,,
5.90358026,-1.08179278,4.9,M3,365871,,
4.31300841,-1.22320421,4.9,G0,373091,zet TrA,
3.74473124,-1.41385166,4.9,A2,377662,,
1.30575353,0.66131010,4.9,A0,400070,,
1.96817732,1.43835153,5,M3,1245,,
1.40742434,1.38284414,5,F8,5936,,
4.06406526,1.35000097,5,K5,8938,,
4.66635643,1.34325518,5,F5,9652,35 Dra,
5.18438687,1.22641130,5,K0,10315,,
0.50614613,1.19878361,5,B8,13340,,
2.72328464,1.14434941,5,A0,17427,,
2.80591195,1.20560736,5,K0,17560,,
4.31089074,1.20023049,5,B8,19895,15 Dra,
4.59006074,1.18918061,5,K0,20422,27 Dra,
